text,emotion
lo que pasa es que me interrumpieron cada vez que hable y no puedo evitarlo,enojo
sinceramente gane el concurso y ya,feliz
me da pena decirlo pero siempre me pasa lo mismo con las mismas personas sinceramente,enojo
estoy muy asustado con las noticias y eso me preocupa mucho,miedo
sinceramente tengo ansiedad por todo lo que paso,miedo
lo que pasa es que pude decir lo que sentia sin miedo sinceramente,feliz
en este momento estoy muy enojado y me afecta mucho,enojo
es que me aterra pensar en perder el control,miedo
pague y no me dieron lo que ofrecieron pero necesitaba decirlo,enojo
lo que pasa es que no se como va a terminar esto de verdad,miedo
mira lo que paso no se si ese mensaje significaba lo que creo y me tiene agotado,miedo
me tiene con los nervios destrozados y no puedo evitarlo,miedo
la verdad me tiene muy bajoneado lo que paso de verdad,triste
por fin me salio el pasaporte pero bueno,feliz
para serte honesto siento que las cosas mejoran y me tiene mal,feliz
en serio se burlaron de algo que me costo decir y nadie lo entiende,enojo
no se si contarte pero quise decir algo pero no encontre las palabras de verdad,triste
oye logre cerrar el trato que necesitaba pero ya no puedo mas,feliz
me llamaron para el trabajo en medellin y me cuesta mucho,feliz
me robaron el celular y estoy muy mal,triste
lo que pasa es que siento que estoy de mas y me tiene mal,triste
hermano hoy fue un dia muy chévere y no puedo evitarlo,feliz
me asusta mucho la situacion actual y me tiene muy nervioso,miedo
fuimos a la finca y fue muy bacano de verdad,feliz
no tengo plan b si esto falla pero bueno,miedo
fijate que tengo ansiedad de pensar en el futuro,miedo
parce me da pena hablar en publico y manana me toca la verdad,miedo
hoy tengo panico por todo lo que pasa,miedo
mira lo que paso pude mantener una conversacion sin angustiarme y no puedo evitarlo,feliz
desde hace dias todo tiene sentido ahora sinceramente,feliz
en serio estoy muy asustado con lo que puede pasar y eso me duele,miedo
me critican las decisiones sin conocer mi situacion y ya,enojo
en serio no es la primera vez y eso me tiene agotado y me pesa cargarlo solo,enojo
ahora mismo minimizaron lo que sentia y me afecta mucho,enojo
hoy me reconocieron el esfuerzo en el trabajo sinceramente,feliz
ahora mismo estoy demasiado preocupado en este momento,miedo
hermano estoy muy bacano con la noticia hermano,feliz
lo que pasa es que estoy muy apenado por lo sucedido y no se como seguir,triste
sinceramente siento que algo esta pasando y nadie me dice que y me afecta,miedo
te digo que siento que el tiempo se me acaba y no he hecho nada y me afecta,miedo
ahora mismo estoy emocionado hoy,feliz
no se si lo que estoy haciendo es lo correcto y ya,miedo
fijate que me dejaron y me afecta,triste
es que me invitaron a participar en algo importante y ya,feliz
siento que cargue solo con todo todo el tiempo,triste
es que me corrigieron el tono sin escuchar lo que dije y nadie lo entiende,enojo
es que hoy fue un parche buenisimo parce,feliz
en este momento tengo panico en este momento,miedo
oye tengo miedo de equivocarme y arrepentirme despues y me tiene pensando mucho,miedo
es que me quitaron el like y eso me bajo el animo y me tiene pensando mucho,triste
desde hace dias nadie reconocio lo que aporte y eso me tiene mal,enojo
la verdad me siento muy solo en esta ciudad la verdad,triste
de verdad estoy muy apagado y sin energia,triste
hoy me saca de quicio todo esto y eso me pesa,enojo
te cuento que me fallaron cuando mas los necesitaba y ya,triste
lo que pasa es que me da terror mostrarme como soy de verdad y nadie lo entiende,miedo
hoy no se que va a pasar con mi vida sinceramente,miedo
me critican las decisiones sin conocer mi situacion,enojo
hoy tengo mucho miedo y no se que hacer,miedo
ultimamente estoy demasiado cansado en este momento,triste
te cuento que se fue mi gato hoy y no puedo evitarlo,triste
es que ya no aguanto esta situacion otra vez,enojo
mira me siento invisible y eso me pesa,triste
te juro que logre cerrar el trato que necesitaba de verdad,feliz
fijate que me echaron del trabajo,triste
ahora mismo minimizaron lo que sentia y quisiera que alguien me ayudara,enojo
todo me hace enojar en este momento,enojo
desde hace dias hoy llore sin saber por que y me tiene mal,triste
no te miento no se si ese mensaje significaba lo que creo y nadie lo entiende,miedo
ahora mismo no quise hablar con nadie hoy todo el tiempo,triste
fijate que hoy fue exactamente lo que necesitaba men,feliz
te digo que me asusta mucho lo que podria pasar y me tiene muy nervioso,miedo
oye mi familia se fue a vivir lejos y me siento solo la verdad,triste
desde hace dias me corrigieron el tono sin escuchar lo que dije y no lo digo seguido,enojo
ultimamente ya no tengo ganas por todo lo que paso,triste
es que me echaron la culpa de lo que salio mal y trato de disimularlo,enojo
me cansas con tanta excusa en serio,enojo
me tiene indignado lo que paso de verdad,enojo
la verdad ya no aguanto esta situacion y necesito que alguien me entienda,enojo
que dia tan especial fue hoy para todos,feliz
ahora mismo estoy demasiado cansado y me duele mucho,triste
no puedo evitar que siento panico cuando pienso en eso y no puedo calmarlo,miedo
no se me invitaron a participar en algo importante y ya,feliz
hoy me siento muy desconectado de todo y de todos bro,triste
te cuento que hicieron lo que quisieron sin preguntarme nada de verdad,enojo
la verdad me siento sin energia desde hace dias,triste
hermano me tienen muy mamado con esa vuelta y me cuesta mucho,enojo
ahora mismo me prometieron que no volveria a pasar,enojo
en serio sonrei todo el tiempo pero por dentro lloraba y quisiera que alguien me ayudara,triste
me duele mucho lo que esta pasando y me duele mucho,triste
en serio estoy esperando una respuesta y me tiene nervioso y no lo puedo ocultar,miedo
te cuento que me dejo mi novio y estoy muy mal de verdad,triste
lo que pasa es que me entristece mucho esta situacion y no lo puedo superar,triste
hoy no estudie suficiente para esto y me afecta,miedo
fijate que la incertidumbre me tiene paralizado de verdad,miedo
desde hace dias me siento muy bien conmigo mismo sinceramente,feliz
definitivamente me siento increible hoy,feliz
sinceramente me pidieron algo de ultimo momento y no es facil admitirlo,enojo
la verdad siento que perdi una etapa de mi vida y me tiene mal,triste
sinceramente me hablaron muy mal otra vez,enojo
vi algo que me dejo muy intranquilo y no se que hacer,miedo
hoy me fue bien en el icfes de verdad,feliz
no puedo creer que me frustras mucho con eso y me parece muy mal,enojo
la verdad es que mi grupo de trabajo funciono muy bien y no es facil admitirlo,feliz
me da pena decirlo pero me dejo de seguir en redes sociales y quisiera que alguien me ayudara,triste
te cuento que me case hoy y me tiene mal,feliz
en serio me usaron cuando les convenia y despues nada y me cuesta mucho,enojo
es que me robaron el celular y estoy muy mal y nadie lo sabe,triste
la verdad me graduo este sabado y no puedo evitarlo,feliz
estoy muy bajo de animo hoy y no se como seguir,triste
fijate que por fin me salio el pasaporte,feliz
hoy me da miedo decepcionarme a mi mismo y me cuesta aceptarlo,miedo
hoy estoy lleno de felicidad ahora mismo,feliz
oye me siento en paz y me tiene mal,feliz
fijate que me aprobo el credito el banco y me cuesta mucho,feliz
hoy no puedo creer que hayan hecho eso la verdad,enojo
la verdad estoy muy bravo con lo que paso la verdad,enojo
ahora mismo gane el concurso y no se que hacer,feliz
hoy me siento sin energia en este momento,triste
es que me fue de maravilla en la entrevista y eso me duele,feliz
hoy se fue mi gato hoy y nadie lo sabe,triste
no te miento tuve que dejar mis estudios y ya,triste
es que me interrumpieron todo el tiempo y necesito que alguien me entienda,enojo
no te miento me tocó pagar una multa que no era justa y eso me duele,enojo
en serio me hablaron muy feo sin ninguna razon la verdad,enojo
ahora mismo tengo miedo de mandar ese mensaje y que lo tomen mal y me afecta mucho,miedo
me da pena decirlo pero me angustia no saber como interpretar eso y me cuesta mucho,miedo
lo que pasa es que me mandaron buenas noticias por whatsapp y no lo digo seguido,feliz
fijate que me echaron la culpa de lo que salio mal y no es facil admitirlo,enojo
desde hace dias estoy muy ilusionado con lo que viene y no puedo evitarlo,feliz
me encanta este momento,feliz
es que nadie me dio una respuesta clara y no puedo evitarlo,enojo
en serio estoy muy feliz con los resultados y estoy muy agradecido,feliz
parce estoy muy asustado con lo que puede pasar hermano,miedo
mira me cambiaron el turno sin avisarme y me cuesta mucho,enojo
me invitaron a algo importante pero bueno,feliz
definitivamente esto es injusto en este momento,enojo
me da pena decirlo pero me interrumpieron cada vez que hable y me cuesta mucho,enojo
me canse de esperar que las cosas cambien solas y me cuesta aceptarlo,triste
manana es el dia y no estoy listo y no se que hacer,miedo
mira no estudie suficiente para esto la verdad,miedo
fijate que me quede sin trabajo y no se que hacer parce,triste
no te miento nacio mi hijo,feliz
la verdad estoy muy molesto con lo que hicieron de verdad,enojo
en serio estoy muy contento con lo que paso,feliz
ultimamente estoy muy preocupado por todo lo que pasa,miedo
quede muy contento con el resultado parce,feliz
lo que pasa es que me invitaron a participar en un proyecto y no es facil admitirlo,feliz
sinceramente me pidieron algo de ultimo momento y no puedo evitarlo,enojo
hoy no es la primera vez y eso me tiene agotado y eso me tiene mal,enojo
parce me tienen hasta la coronilla,enojo
hoy siento que estoy de mas y no puedo evitarlo,triste
ahora mismo perdi una oportunidad importante y ya,triste
desde hace dias mi pareja me sorprendio y ya,feliz
ultimamente vi que me sacaron de un grupo y no dije nada y no es facil,triste
hoy mi familia se fue a vivir lejos y me siento solo y eso me duele,triste
lo que pasa es que estoy muy deprimido en este momento,triste
parce quedamos de una con el plan y ya,feliz
ultimamente me siento decepcionado otra vez,triste
mira me toco vender el carro que tanto queria y no se que hacer,triste
para serte honesto ya no tengo fuerzas para nada todo el tiempo,triste
es que extraño como era todo antes,triste
te juro que me invitaron a participar en algo importante,feliz
la verdad es que me da terror no saber que va a pasar y no puedo calmarlo,miedo
en serio hoy fue un parche buenisimo pero bueno,feliz
me da pena decirlo pero pude mantener una conversacion sin angustiarme y nadie lo entiende,feliz
ahora mismo todo salio excelente ultimamente,feliz
hoy fue un dia increible de verdad pero bueno,feliz
es que siento que algo malo va a pasar y necesito que alguien me entienda,miedo
de verdad estoy muy feliz y emocionado y estoy muy agradecido,feliz
mira me dijeron que si y despues que no y nadie lo sabe,enojo
es que me etiquetaron en algo que me alegro el dia,feliz
te digo que me siento muy orgulloso de lo logrado y estoy muy agradecido,feliz
bro no se si lo que estoy haciendo es lo correcto y no puedo evitarlo,miedo
en serio me tiene muy angustiado esa situacion,miedo
oye me cancelaron la cita sin avisar pero bueno,enojo
nacio mi hijo la verdad,feliz
no puedo evitar que me asusta mucho pensar en el futuro de verdad,miedo
en serio que bonito momento vivimos hoy y es lo mejor que me paso,feliz
en este momento todo esta mejorando otra vez,feliz
lo que pasa es que pase el semestre sin perder nada y eso me tiene mal,feliz
ahora mismo me dieron la nota que esperaba pero necesitaba decirlo,feliz
lo que pasa es que me subieron el sueldo y quisiera que alguien me ayudara,feliz
estoy muy feliz con el camino que tome,feliz
oye me ignoraron durante horas la verdad,enojo
sinceramente me da miedo no estar preparado,miedo
me dieron la beca pero no digo nada,feliz
definitivamente todo me afecta demasiado por todo lo que paso,triste
no se si contarte pero siento que no soy tan inteligente como los demas y no lo digo seguido,triste
hoy me encontre plata en un bolsillo que no sabia y no se que hacer,feliz
en este momento siento demasiado temor y no puedo dormir,miedo
no se si contarte pero me subieron el sueldo y me tiene agotado,feliz
mira me da miedo ir al medico y no lo puedo ocultar,miedo
la verdad me da mucha rabia desde hace dias,enojo
en serio me robaron el celular y estoy muy mal y me tiene mal,triste
definitivamente esto arruino mi dia y estoy cansado,enojo
ahora mismo estoy agotado emocionalmente,triste
te cuento que me preocupa no poder lograrlo la verdad,miedo
ultimamente siento que algo se rompio dentro de mi y necesito que alguien me entienda,triste
fijate que me puse a pensar en lo peor y no puedo parar de verdad,miedo
es que me frustras mucho con eso y me parece muy mal,enojo
mira tengo miedo de que me quiten el trabajo pero bueno,miedo
es que tengo panico de no saber como actuar en esa situacion y me cuesta mucho,miedo
no se me respondieron que si al proyecto y no puedo evitarlo,feliz
es que dijeron mentiras sobre mi en redes la verdad,enojo
ultimamente me trataron como si no existiera de verdad,enojo
hoy me pidieron que fuera a recursos humanos parce,miedo
te cuento que me siento en paz de verdad,feliz
te juro que el profesor me felicito por el trabajo pero necesitaba decirlo,feliz
me contactaron por mi trabajo y quede feliz la verdad,feliz
sinceramente me asusta mucho no saber que hacer y no puedo calmarlo,miedo
me da pena decirlo pero tuve que fingir que estaba bien toda la noche y no lo digo seguido,triste
mira lo que paso no entendi bien el tono y eso me tiene angustiado y me pesa cargarlo solo,miedo
en serio me dejaron solo en esto y me afecta mucho,triste
ultimamente estoy demasiado cansado,triste
de verdad que manera tan irresponsable de actuar y punto,enojo
es que no tengo plan b si esto falla y me afecta,miedo
hoy me eliminó de sus contactos sin decir nada pero necesitaba decirlo,triste
esto arruino mi dia en este momento,enojo
sinceramente se burlaron de algo que me costo decir,enojo
sinceramente me independice por fin pero bueno,feliz
mira me tiene muy triste esta vuelta,triste
te juro que me corrigieron el tono sin escuchar lo que dije y me pesa cargarlo solo,enojo
mira lo que paso nadie noto que algo me pasaba sinceramente,triste
la verdad estoy realmente indignado la verdad,enojo
es que me da terror mostrarme como soy de verdad y trato de disimularlo,miedo
en serio estoy muy apenado y no se que decir,triste
gane el concurso y ya,feliz
hoy mi abuela ya no esta y nadie lo sabe,triste
la verdad sali del pais por primera vez la verdad,feliz
la verdad me hicieron fila tres horas y no me atendieron,enojo
fijate que me tiene muy bajoneado lo que paso parce,triste
sinceramente me siento muy triste por todo lo que paso,triste
me exigen resultados sin darme las herramientas pero bueno,enojo
sinceramente siento que se me acaba el tiempo,miedo
ahora mismo me cancelaron a ultimo momento y no lo puedo ocultar,enojo
sabes que me pone de buen humor todo hoy en serio,feliz
oye que irresponsable eres con todo y me parece muy mal,enojo
estoy muy feliz con el resultado de verdad,feliz
es que me puse muy feliz con eso parce pero bueno,feliz
mira me tiene muy triste esta vuelta parce,triste
oye me trataron muy mal sin razon y no puedo evitarlo,enojo
hoy me cuesta aceptar que eso ya termino,triste
no se si voy a poder con lo que viene y ya,miedo
en serio me dijeron que exageraba y no puedo evitarlo,enojo
hoy tuve que dejar mis estudios de verdad,triste
todo me pone mal desde hace dias,triste
la verdad es que siento un miedo enorme que no puedo controlar,miedo
desde hace dias me excluyeron de la decision sin explicacion y me tiene agotado,enojo
no puedo evitar que siento mucha ansiedad por lo desconocido y eso me preocupa mucho,miedo
vieja me descuentan del sueldo cosas que no firmé y no es facil,enojo
siento que el tiempo paso y yo no hice nada y no se que hacer,triste
ultimamente tengo ansiedad de pensar en todo lo que falta pero bueno,miedo
hoy dije algo que no quise decir y no se como explicarlo,triste
desde hace dias siento que no soy tan inteligente como los demas de verdad,triste
de verdad me cansa tu falta de madurez y no lo entiendo,enojo
en serio me tiene con los nervios destrozados pero bueno,miedo
men me canse de esperar que las cosas cambien solas bro,triste
en serio no me merecia este trato,enojo
fijate que estoy con las personas que amo pero no digo nada,feliz
me da una ira terrible de verdad,enojo
en serio me gane una chamba buenisima,feliz
honestamente eres una persona muy egoista,enojo
hoy estoy demasiado angustiado para pensar y ya,miedo
mira logre ahorrar lo que necesitaba de verdad,feliz
desde ayer me da mucha rabia otra vez,enojo
parce me siento muy achantado hoy pero bueno,triste
desde hace dias siento que las cosas mejoran y necesito que alguien me entienda,feliz
me tratan diferente por ser joven la verdad,enojo
que falta de respeto tan grande y ya me canse,enojo
te juro que me siento solo aunque este rodeado de gente de verdad,triste
te cuento que me toca salir tarde y me da miedo en la calle y no puedo evitarlo,miedo
la verdad es que estoy muy feliz con mi vida sin duda,feliz
en serio no hubo trafico hoy y es agotador,feliz
sabes que que bonito momento vivimos hoy y estoy muy contento,feliz
hoy me dijeron que cambie como si estuviera mal ser yo y no puedo evitarlo,triste
honestamente ya no aguanto mas todo el tiempo,enojo
lo que pasa es que pase el dia en cama de verdad,triste
dijeron cosas que no son verdad sobre mi de verdad,enojo
fijate que me dijeron que exageraba y nadie lo entiende,enojo
mira estoy muy ilusionado con lo que viene pero no digo nada,feliz
la verdad estoy agotado emocionalmente desde hace dias,triste
me ignoraron cuando tenia toda la razon pero bueno,enojo
fijate que me pone muy nervioso tener que dar explicaciones y no se que hacer,miedo
me decepciona mucho tu actitud y me parece muy mal,enojo
bro cumpli la meta que me habia puesto,feliz
te juro que no aguanto mas esta situacion y ya me canse,enojo
no te miento las cosas ya no son como antes de verdad,triste
oye me tiene muy triste esta vuelta y no puedo evitarlo,triste
es que me cayo del cielo esa noticia y ya,feliz
bro desactive mis redes porque me hacian sentir mal men,triste
hoy siento que perdi una etapa de mi vida y nadie lo sabe,triste
sinceramente hoy me senti comodo siendo yo mismo pero necesitaba decirlo,feliz
de verdad estoy muy apagado sin poder sonreir y quisiera que no fuera así,triste
honestamente me tienes harto de verdad y punto,enojo
me da mucho miedo la situacion actual y no puedo calmarlo,miedo
vieja hicimos sancocho en familia y fue muy rico pero bueno,feliz
fijate que llevo dias aguantando esto y ya no puedo pero necesitaba decirlo,enojo
ultimamente siento que no soy suficiente pero bueno,triste
me dieron la beca de la universidad publica de verdad,feliz
lo que pasa es que todo tiene sentido ahora y eso me pesa,feliz
la verdad me bloquearon sin darme ninguna explicacion y no es facil,enojo
es que ya me colmaste la paciencia de verdad,enojo
hoy logre ahorrar lo que necesitaba y me afecta,feliz
lo que pasa es que me ignoraron cuando trate de explicarme y no lo digo seguido,enojo
hoy hoy me senti muy a gusto con todo la verdad,feliz
oye no me dejaron hablar y eso me pesa,enojo
siento el corazon muy apesadumbrado de verdad,triste
la verdad me paralizo cuando tengo que decidir y no lo puedo ocultar,miedo
no se si lo que estoy haciendo es lo correcto men,miedo
la verdad no me puedo sacar esta sensacion de encima y ya,miedo
en serio siento que finjo estar bien tan seguido que ya ni se la verdad,triste
no puedo creer que hayan hecho eso y ya,enojo
tengo miedo de que me cancelen por algo que dije,miedo
hoy me hicieron fila tres horas y no me atendieron hermano,enojo
fijate que mi grupo hizo el trabajo sin contar conmigo y trato de disimularlo,triste
fijate que me da pena hablar en publico y manana me toca y ya,miedo
ahora mismo hoy no tengo que trabajar y necesito que alguien me entienda,feliz
estoy muy nervioso y asustado por todo y no puedo calmarlo,miedo
ahora mismo me da demasiada rabia desde hace dias,enojo
no me reconozco ultimamente,triste
oye me ignoraron durante horas y me afecta,enojo
me siento muy dichoso en este momento,feliz
mira lo que paso cargue con toda la responsabilidad del grupo y eso me tiene mal,enojo
la verdad es que lei el mensaje mal y arruine todo y no es facil admitirlo,triste
te digo que estoy muy nervioso por lo que puede pasar y no se que hacer,miedo
te cuento que ya no hablo con mi parcero de toda la vida y eso me duele,triste
oye me da ansiedad abrir ese chat y trato de disimularlo,miedo
en serio no me merecia este trato y necesito que alguien me entienda,enojo
definitivamente hoy fue un gran dia otra vez,feliz
ultimamente tengo miedo de hablar esta semana,miedo
vieja me tiene muy apagado esta situacion y me tiene mal,triste
mira tengo miedo de que me juzguen todo el tiempo,miedo
te juro que me tratan diferente por ser joven la verdad,enojo
mi mejor amigo se fue para otro pais la verdad,triste
me da susto pedir el favor porque me da pena y me tiene mal,miedo
te cuento que hoy me senti muy a gusto con todo de verdad,feliz
es que me produce mucho enojo esto y eso no esta bien,enojo
ultimamente me di cuenta que no me invitaron a la reunion y trato de disimularlo,triste
te cuento que me usaron y despues me ignoraron y me tiene mal,enojo
en serio me puse muy feliz con eso parce y no se que hacer,feliz
fijate que manana tengo una prueba importante y estoy nervioso y ya,miedo
me exigen resultados sin darme las herramientas y me cuesta aceptarlo,enojo
en serio eres la persona mas egoista que conozco y ya me canse,enojo
sinceramente estoy muy triste con lo que me paso y quisiera que no fuera así,triste
ultimamente tengo miedo de que sea algo grave y eso me pesa,miedo
la verdad siento que me quede atras la verdad,triste
desde hace dias por fin lo logre y me afecta mucho,feliz
hoy ya me canse de esto y me afecta mucho,enojo
la verdad es que no entiendo como puedes actuar asi y eso no esta bien,enojo
te cuento que no se si voy a poder con lo que viene sinceramente,miedo
me paraliza la idea de tener que hablar en grupo y no es facil admitirlo,miedo
en este momento no aguanto mas esta semana,enojo
es que tengo miedo de decir algo y que lo tomen mal y ya,miedo
la verdad me tiene con los nervios destrozados,miedo
me da susto pedir el favor porque me da pena,miedo
me da mucho miedo el futuro de verdad,miedo
no puedo creer que hayan hecho eso y nadie lo entiende,enojo
oye me siento completo y eso me pesa,feliz
me molesta mucho que hagas eso y me parece muy mal,enojo
me toco dejar los estudios por plata hermano,triste
sinceramente tengo miedo de no tener a nadie conmigo,miedo
para serte honesto me saca de quicio todo esto y necesito que alguien me entienda,enojo
no se si contarte pero me bloqueo sin darme una explicacion y no lo digo seguido,triste
ultimamente tengo panico y no puedo dormir,miedo
en este momento estoy temblando de nervios ultimamente,miedo
ultimamente esto arruino mi dia por todo lo que paso,enojo
te juro que me salio el primer cliente,feliz
la verdad todo tiene sentido ahora y necesito que alguien me entienda,feliz
mira me trataron como si yo fuera el problema y no puedo evitarlo,enojo
no puedo evitar que siento una inquietud constante ahora y eso me preocupa mucho,miedo
siento que estoy decepcionando a todos y no puedo evitarlo,triste
es que hoy me senti comodo siendo yo mismo sinceramente,feliz
hoy fue exactamente lo que necesitaba y me afecta,feliz
consegui el trabajo y ya,feliz
ultimamente me graduo este mes y necesito que alguien me entienda,feliz
siento que se me acaba el tiempo y ya,miedo
ahora mismo tengo miedo de haber arruinado algo sin saberlo y me pesa cargarlo solo,miedo
no te miento me dieron informacion falsa de verdad,enojo
fijate que pude expresarme sin que me juzgaran y no puedo evitarlo,feliz
parce me dejo mi novia y estoy muy bajoneado y no es facil,triste
la verdad ya nada es igual de verdad,triste
sinceramente estoy realmente frustrado otra vez,enojo
honestamente esto arruino mi dia y eso empeora todo,enojo
mira me saca de quicio todo esto todo el tiempo,enojo
oye me mandaron un mensaje raro y no entiendo que quieren y me tiene mal,miedo
ultimamente tengo ansiedad desde hace dias,miedo
parce me tienen hasta la coronilla y eso me duele,enojo
fijate que me puse muy feliz con eso parce y me cuesta mucho,feliz
definitivamente todo salio excelente ultimamente,feliz
te cuento que me tiene muy preocupado lo que esta pasando y no es facil,miedo
hoy hoy fue un dia muy gris y es agotador,triste
mira me asusta pensar en el futuro la verdad,miedo
te juro que desactive mis redes porque me hacian sentir mal y me tiene pensando mucho,triste
te juro que me saca de mis casillas esto y eso no esta bien,enojo
la verdad me tienen hasta la coronilla de verdad,enojo
hoy me toco vender el carro que tanto queria,triste
sinceramente todo me fastidia,enojo
en serio me cambiaron el turno sin avisarme hermano,enojo
estoy muy bacano con la noticia y me cuesta mucho,feliz
la verdad es que siento un vacio que no puedo llenar y no se como seguir,triste
oye entregue el proyecto a tiempo y trato de disimularlo,feliz
me tiene muy intranquilo todo esto,miedo
fijate que perdi mi trabajo hoy,triste
ultimamente me fallaron cuando mas los necesitaba pero no digo nada,triste
es que me tiene muy angustiado esa situacion,miedo
me alegra mucho el resultado final y estoy muy contento,feliz
me dicen que deberia estar agradecido por poco y me afecta,enojo
ultimamente mi grupo hizo el trabajo sin contar conmigo sinceramente,triste
desde ayer me siento muy feliz y no se que hacer,feliz
sinceramente me tiene muy bravo la falta de respeto,enojo
ultimamente me encanta este momento y no se que hacer,feliz
me da miedo no estar preparado y eso me preocupa mucho,miedo
me usaron cuando les convenia y despues nada y me tiene mal,enojo
te juro que me siento solo aunque este rodeado de gente,triste
en serio me eliminó de sus contactos sin decir nada,triste
me da terror lo que pueda pasar despues de verdad,miedo
es que no te soporto mas y ya me canse,enojo
la verdad hoy me fue de pelos la verdad,feliz
te cuento que me tiene muy cansado esta gente y no se que hacer,enojo
es que mi equipo gano hoy y estoy feliz y ya,feliz
me rechazaron y duela mucho y eso me pesa,triste
me asusta mucho lo que podria pasar y no puedo calmarlo,miedo
publicaron algo mio sin pedirme permiso pero necesitaba decirlo,enojo
hoy me pone muy nervioso hablar en publico y no lo puedo ocultar,miedo
ahora mismo no hubo trafico hoy y es agotador,feliz
oye me da terror decepcionar a alguien que confio en mi y me afecta mucho,miedo
no te miento minimizaron lo que sentia y no se que hacer,enojo
desde hace dias todo me pesa demasiado y no se que hacer,triste
para serte honesto estoy al limite de mi paciencia la verdad,enojo
ultimamente no soporto esta situacion,enojo
en serio la vida esta siendo buena conmigo de verdad,feliz
ahora mismo sonrei todo el tiempo pero por dentro lloraba y me pesa cargarlo solo,triste
encontre lo que buscaba y es agotador,feliz
que bonita sorpresa me llevé hoy y no lo puedo creer,feliz
hoy tengo ansiedad de pensar en todo lo que falta y no puedo evitarlo,miedo
sinceramente me siento excelente y eso me alegra,feliz
la verdad que mal tipo y no lo puedo creer,enojo
sinceramente logre lo que queria y eso me pesa,feliz
es que me asusta mucho lo que esta pasando en el barrio y no puedo evitarlo,miedo
sinceramente siento que las cosas nunca mejoran y me duele mucho,triste
siento que perdi algo muy importante de verdad,triste
te cuento que me da susto pedir el favor porque me da pena parce,miedo
la verdad me salio rico lo que cocine sinceramente,feliz
oye me escribieron para disculparse y me alegro y quisiera que alguien me ayudara,feliz
estoy realmente frustrado por todo lo que paso,enojo
tengo miedo de responder mal y arruinar todo,miedo
te cuento que saque mi licencia de conducir sinceramente,feliz
fijate que hicimos sancocho en familia y fue muy rico hermano,feliz
sinceramente me dijeron que exageraba y me pesa cargarlo solo,enojo
ultimamente ya me canse de esto otra vez,enojo
es que me da miedo decepcionarme a mi mismo,miedo
men me angustia saber que todo queda guardado en internet la verdad,miedo
no te miento me gane una chamba buenisima y me cuesta mucho,feliz
ahora mismo me duele mucho esto todo el tiempo,triste
es que me cayo del cielo esa noticia,feliz
hoy siento que voy a fallar manana,miedo
te digo que estoy muy triste y no quiero nada de verdad,triste
ultimamente me borraron un comentario que tenia toda la razon,enojo
la verdad se llevaron el credito de lo que yo hice y es agotador,enojo
todo me da miedo todo el tiempo,miedo
lo que es cierto es que me siento muy bien con todo y estoy muy contento,feliz
no se usaron mis ideas sin darme credito y me afecta,enojo
hoy no se que va a pasar con mi vida pero no digo nada,miedo
en serio siento que la estoy embarrando en todo,triste
sinceramente no aguanto mas otra vez,enojo
no se si contarte pero me echaron la culpa de lo que salio mal y no se como manejarlo,enojo
sinceramente hoy fue mejor de lo que esperaba y me tiene mal,feliz
la verdad es que pude mantener una conversacion sin angustiarme sinceramente,feliz
mi abuelo ya no esta y no puedo evitarlo,triste
ya no somos lo que eramos y eso me entristece de verdad,triste
desde ayer me sacaron la paciencia todo el tiempo,enojo
siento que todo el mundo sigue y yo me quede quieto y no es facil,triste
ultimamente todo esta saliendo bien desde hace dias,feliz
ahora mismo esto me molesta mucho de verdad,enojo
mira mi abuelo ya no esta,triste
sinceramente vi algo que me dejo muy intranquilo pero bueno,miedo
ahora mismo me sacaron la paciencia desde hace dias,enojo
la verdad tengo miedo de que sea algo grave la verdad,miedo
siento el alma muy pesada hoy y quisiera que no fuera así,triste
te juro que por fin me contestaron y me pesa cargarlo solo,feliz
sinceramente me encontre con un amigo que no veia hace tiempo,feliz
la verdad me tratan diferente por ser joven,enojo
la verdad me dicen que deberia estar agradecido por poco,enojo
ayer no hice la tarea,miedo
no se si contarte pero vi que estaba en linea pero no me respondio y no puedo evitarlo,triste
